A;Á
lýsigulli;lýsigulli
lýsir;lýsir
lýst;lýst
lýsti;lýsti
lýstir;lýstir
lýstr;lýstr
lýstr;lýstur
lýsuknappr;lýsuknappur
lýti;lýti
lęiðangrs;leiðangurs
lętr;lætur
lỏgdu;lögðu
lỏgtekin;lögtekin
lỏnd;lönd
lꝍgelega;hlægilega
lꝍndr;leyndur
lꝍupit;hlaupið
lꝍyfi;leyfi
lꝍyfði;leyfði
lꝍyna;leyna
lꝍyndir;leyndir
lꝍyndr;leyndur
lꝍynilega;leynilega
lꝍyniz;leynist
lꝍypiz;hlaupist
lꝍypti;hljóp
lꝍysa;leysa
lꝍysis;leysis
lꝍyst;leyst
lꝍysti;leysti
lꝍystiz;leystist
lꝍystu;leystu
lꝍyvi;leyfi
ma;má
maattu;máttu
maclegr;maklegur
madr;maður
maga;maga
magar;mágar
mage;mági
magni;magni
magr;mágur
magra;magra
mags;mágs
maka;maka
make;maki
maki;maki
makleger;maklegir
makligr;maklegur
mal;mál
mala;mála
mala;mala
maldaga;máldaga
maldagi;máldagi
male;máli
mallt;malt
malom;málum
mals;máls
malum;málum
man;mun
man;man
manadaghenn;mánadaginn
mann;mann
manna;manna
mannaEn;mannaEn
mannafall;mannafall
mannaferða;mannaferða
mannaforráð;mannaforráð
mannaförina;mannaförina
mannaláti;mannaláti
mannamissi;mannamissi
mannamunr;mannamunr
mannamál;mannamál
mannamálit;mannamálið
mannanar;mannanar
mannanna;mannanna
mannaskipan;mannaskipan
mannauerk;mannaverk
mannavöldum;mannavöldum
mannbaldr;mannbaldur
manndrap;manndráp
manndrape;manndrápi
manndrápum;manndrápum
manndómliga;manndómlega
manne;manni
mannfall;mannfall
mannfalle;mannfalli
mannfalleno;mannfallinu
mannfallit;mannfallið
mannfjölda;mannfjölda
mannfjöldi;mannfjöldi
mannfjölði;mannfjölði
mannfjölði;mannfjöldi
mannfátt;mannfátt
mannfólk;mannfólk
mannfólkit;mannfólkið
mannfólksins;mannfólksins
mannhafnarmaðr;mannhafnarmaður
mannheill;mannheill
mannhringinn;mannhringinn
mannhringinum;mannhringinum
mannhringnum;mannhringnum
mannhættom;mannhættum
mannhættu;mannhættu
manni;manni
manninn;manninn
mannins;mannins
manninum;manninum
mannkindin;mannkindin
mannmargt;mannmargt
mannom;mönnum
mannraun;mannraun
mannraunum;mannraunum
manns;manns
mannsaldr;mannsaldur
mannsbani;mannsbani
mannsektir;mannsektir
mannsektum;mannsektum
mannshöfði;mannshöfði
mannsins;mannsins
mannskaði;mannskaði
mannskꝍð;mannskæð
mannsliði;mannsliði
mannspell;mannspell
mannspiall;mannspjall
manntal;manntal
manntale;manntali
mannuirdingar;mannvirðingar
mannum;mönnum
mannval;mannval
mannvali;mannvali
mannvirðingar;mannvirðingar
mannvirðinginni;mannvirðinginni
mannvirðingu;mannvirðingu
mannvit;mannvit
mannviti;mannviti
mannvits;mannvits
mannvænligir;mannvænligir
mannz;manns
mannzhause;mannshausi
mano;munu
mansöngr;mansöngur
mant;munt
mantu;muntu
manz;manns
marc;mark
marca;marka
marcaðe;markaði
marct;margt
marga;marga
marga;marg
margan;margan
margar;margar
margar;margra
marger;margir
margfalda;margfalda
margfaldliga;margfaldlega
margfaldligar;margfaldar
margföldum;margföldum
margha;marga
marghar;margar
marghir;margir
marghr;margur
marghra;margra
marghs;margs
margir;margir
marglæti;marglæti
margmalog;margmálug
margmenni;margmenni
margr;margur
margra;marður
margra;margra
margri;marðri
margs;margs
margskonar;margskonar
margt;margt
margtalat;margtalað
margu;mörgu
margum;mörgum
margum;morgum
mark;mark
marka;marka
marke;marki
markem;mörkum
marker;merkur
marker;markir
marks;marks
marr;marr
mart;margt
martiimánaðar;marsmánaðar
masur;mösur
mat;mat
matar;mþaðar
matar;maðar
matar;matar
matast;matast
mataz;matast
matazt;matast
matazt;mþaðast
matborði;matborði
matheill;matheill
matist;matist
matkrákr;mþaðkrákr
matmal;matmál
matr;maður
matr;matur
matt;mátt
matte;mátti
matti;mátti
matto;máttu
mattu;máttu
mattulenn;möttulinn
mausurr;mösur
maðkar;maðkar
maðkr;maðkur
maðr;maðr
maðr;maður
maðrenn;maðurinn
maðrinn;maðurinn
maður;maður
maɴ;mann
mec;mig
med;með
medan;meðan
mega;mega
megak;máég
megha;mega
meghi;megi
megho;mega
megi;megi
megin;megin
megingjarða;megingjarðir
megingjarða;megingjarða
megingjarðar;megingjarðar
megingjarðar;megingjarðir
megingjörðum;megingjörðum
meginland;meginland
meginlands;meginlands
meginliðit;meginliðið
megir;megir
mego;megið
megom;megum
megu;mega
megu;megu
megu;megið
megu;megum
megum;megum
meguð;megið
meguð;meguð
meiddir;meiddir
meig;meig
mein;mein
meinit;meinið
meinlæti;meinlæti
meins;meins
meir;meir
meira;meira
meiri;meiri
meiru;meiru
meis;meis
meisinum;meisinum
meiða;meiða
meiðing;meiðing
meiðingar;meiðingar
meiðsl;meiðsl
meiður;meiður
mek;mig
melar;melar
mellto;mæltu
men;men
menn;men
menn;menn
mennena;mennina
mennernir;mennirnir
mennina;mennina
menniner;mennirnir
menninir;menninir
menninir;mennirnir
mennirnir;mennirnir
mennt;mennt
menntar;menntaðar
menntir;menntir
menntr;menntur
mensækir;mensækir
mer;mæer
mer;mér
merarinnar;merarinnar
mergjar;mergjar
merhross;merhross
meri;meri
merki;merki
merkia;merkja
merkiligr;merkilegur
merkiligt;merkiligt
merkir;merkir
merkismaðr;merkismaður
merkismenn;merkismenn
merkr;merkur
merr;meri
mesfir;mestir
messa;messa
messo;messu
messu;messu
messudaginn;messudaginn
mest;mest
mesta;mesta
mestan;mestan
mestann;mestan
mestar;mestar
meste;mesti
mester;mestir
mesti;mesti
mestir;mestir
mesto;mestu
mestr;mestr
mestr;mestur
mestri;mestri
mestu;mestu
mestum;mestum
met;með
meta;meta
metenn;metinn
metin;metin
metinn;metinn
metit;metið
metnað;metnað
metnaðar;metnaðar
metnaðe;metnaði
metnaðr;metnaður
metorða;metorða
mett;mett
mettir;mettir
mettr;mettur
mey;mey
meydóm;meydóm
meydóms;meydóms
meyja;meyja
meyjar;meyjar
meyjarinnar;meyjarinnar
meyju;meyju
meyjum;meyjum
meyjunni;meyjunni
með;með
meðal;meðal
meðalcafla;meðalkafla
meðalferða;meðalferða
meðalgöngu;meðalgöngu
meðalheimr;meðalheimur
meðallagi;meðallagi
meðalmaðr;meðalmaður
meðan;meðan
meðari;meðan
meðferðum;meðferðum
meðfærð;meðferð
meðr;með
meðr;meður
mic;mig
micclar;miklar
mickla;mikla
micla;mikla
midian;miðjan
midre;miðri
mig;mig
mik;mig
mik;mik
mikil;mikil
mikill;mikil
mikill;mikill
mikilla;mikilla
mikillar;mikillar
mikilli;mikilli
mikilliga;mikilliga
mikillátar;mikillátar
mikillæti;mikillæti
mikilmannlega;mikilmannlegt
mikils;mikils
mikilúðligr;mikilúðlegur
mikinn;mikinn
mikit;mikit
mikit;mikið
mikjum;mikjum
mikklu;miklu
mikla;mikla
miklar;miklar
miklaðe;miklaði
mikli;mikli
miklir;miklir
miklu;miklu
miklu;mikli
miklum;miklum
mild;mild
milda;milda
mildasti;mildasti
mildi;mildi
mildingr;mildingur
mildleik;mildleik
mildr;mildur
mildu;mildu
millda;milda
milldi;mildi
milldr;mildur
mille;milli
milli;milli
millom;millum
millom;milli
millom;millium
millum;milli
millum;millum
min;mín
mina;mína
minda;myndi
mindi;myndi
mindu;myndu
minir;mínir
minja;minja
minka;minnka
minkast;minnkast
minn;minn
minna;minna
minnar;minnar
minnast;minnast
minnaz;minnast
minne;minni
minni;minni
minnigr;minnugur
minnir;minnir
minnis;minnis
minnizk;minnist
minnkaði;minnkaði
minnr;minna
minnst;minnst
minnsta;minnsta
minntist;minntist
minntust;minntust
minnum;minnum
minnumst;minnumst
mins;míns
mintist;minntist
mintiz;minntist
minu;mínu
minum;mínum
mioc;mjög
miofa;mjóa
miofe;mjói
miog;mjög
miok;mjög
miol;mjöl
miolk;mjólk
miorkvi;mjörkvi
miorkvinn;mjörkvinn
miscun;miskunn
misdauða;misdauða
misdæili;misdeili
misfarizt;misfarist
misgört;misgjört
misjafnt;misjafnt
miskunn;miskunn
miskunnar;miskunnar
miskunnsamr;miskunnsamur
miskunnsemd;miskunnsemd
mislíkat;mislíkað
mislíkaði;mislíkaði
missa;missa
misseri;misseri
misserum;misserum
missi;missi
missir;missir
missiri;misseri
missirin;misserin
misst;misst
missta;missta
missti;missti
misstu;misstu
missætte;missætti
missýnist;missýnist
mista;missti
mistekit;mistekið
mistekizt;mistekist
misti;missti
mistiltein;mistiltein
mistilteinn;mistilteinn
mit;mitt
mitt;mitt
mið;mið
miðia;miðja
miðian;miðjan
miðinum;miðinum
miðiu;miðju
miðium;miðjum
miðja;miðja
miðjan;miðjan
miðjar;miðjar
miðju;miðju
miðjum;miðjum
miðla;miðla
miðlangr;miðlangur
miðlar;miðlar
miðlum;miðlum
miðmjór;miðmjór
miðr;miður
miðri;miðri
miðs;miðs
miðscipa;miðskipa
mjaðarbytra;mjaðarbytura
mjók;mjög
mjólkár;mjólkár
mjótt;mjótt
mjök;mjök
mjök;mjög
mjöl;mjöl
mjölsáld;mjölsáld
mjötuðr;mjötuður
mjöð;mjöð
mjöðinn;mjöðinn
mjöðr;mjöðr
mjöðr;mjöður
mjöðrinn;mjöðurinn
mjúklyndr;mjúklyndur
mjúkt;mjúkt
mjúkustu;mjúkustu
modir;móðir
modur;móður
mola;mola
moldinni;moldinni
moldu;mold
moldu;moldu
molld;mold
monnum;mönnum
monu;munu
morg;mörg
morgen;morgun
morgh;mörg
morghum;mörgum
morghunen;morguninn
morghuninn;morguninn
morgin;morgin
morgin;morgun
morgindöggvar;morgundaggir
morgininn;morguninn
morgininn;morgininn
morginn;morginn
morginn;morgunn
morgins;morgins
morgnat;morgun
morgni;morgni
morgnun;morgun
morgonenn;morguninn
morgonstundu;morgunstundu
morgum;mörgum
morgun;morgun
morguninn;morguninn
mork;mörk
morne;morgni
morstong;mörstöng
mot;mót
mot;móti
mote;móti
moteno;mótinu
motgangu;mótgöngu
moti;móti
mottulenn;möttulinn
motz;móts
moz;móts
moðer;móðir
moðeren;móðirin
moðir;móðir
moðo;móðu
moðor;móður
moðorfaðer;móðurfaðir
mughinum;múginum
mughr;múgur
mugrenn;múgurinn
mugsens;múgsins
mulinn;mulinn
mun;mun
muna;muna
mund;mund
munda;mundi
mundanga;mundanga
mundanga;mundang
mundangliga;mundanglega
munde;myndu
munde;mundi
munde;myndi
munde;mundu
mundi;myndi
mundi;mundi
mundlaug;mundlaug
mundlaugin;mundlaugin
mundu;myndi
mundu;myndu
mundu;mundu
mundu;muni
mundu;mundi
mundum;myndum
mune;muni
mungat;mungát
muni;muni
munim;munum
munir;munir
munkanna;munkanna
munkar;munkar
munki;munki
munkr;munkur
munks;munks
munn;munn
munnde;myndu
munnde;myndi
munndu;mundu
munnfylli;munnfylli
munni;munni
munninn;munninn
munninum;munninum
munnljótr;munnljótur
munnr;munnur
munns;munns
munntal;munntal
munnvörp;munnvörp
muno;munu
munr;munur
munt;munt
muntu;muntu
munu;munum
munu;munuð
munu;munu
munu;muni
munum;munum
munuð;munuð
murti;murti
muðrinn;munnurinn
myckla;mikla
mycklo;miklu
mycklu;miklu
myclu;miklu
mykille;mikilli
mykilli;mikilli
mykit;mikið
mykklu;miklu
mykla;mikla
mykle;mikli
mykler;miklir
myklir;miklir
myklu;miklu
myklum;miklum
mykyl;mikill
mylin;mylin
mynda;mynda
mynda;myndi
myndak;myndiég
myndi;myndi
myndi;myndu
myndim;myndum
myndir;myndir
myndu;myndu
myndu;muna
myndu;myndi
mynduð;mynduð
myni;muni
mynndi;myndi
mynndu;myndu
mynne;mynni
myntizk;minntist
myrk;myrk
myrkheimum;myrkheimum
myrkt;myrkt
myrkurs;myrkurs
myrkva;myrkva
myrkvastofo;myrkvasofu
myrt;myrt
myrða;myrða
myscunnar;miskunnar
má;má
mág;mág
mága;mága
mágar;mágar
mági;mági
mágr;mágur
mágs;mágs
mágum;mágum
mál;mál
mála;mála
málaferli;málaferli
málaferlis;málaferlis
málaferlum;málaferlum
málalok;málalok
málalyktir;málalyktir
málann;málann
málar;málar
málatilbúnað;málatilbúnað
málavöxtr;málavöxtur
málfylling;málfylling
málgir;málgir
máli;máli
málin;málin
málinu;málinu
málit;málið
málm;málm
málmr;málmur
málrúnar;málrúnar
máls;máls
málsgrein;málsgrein
málsgreinum;málsgreinum
málsnilld;málsnilld
málsnjallr;málsnjallur
málsorð;málsorð
málspaki;málspaki
máltak;máltak
málum;málum
málunum;málunum
mána;mána
mánaða;mánaða
máni;máni
mánuði;mánuði
mánuðr;mánuður
mánuður;mánuður
mátt;mátt
mátti;mátti
máttigr;máttugur
máttkastr;máttugastur
máttr;máttur
máttu;máttu
máttug;máttug
máttugr;máttugur
mæddr;mæddur
mægðir;mægðir
mægðr;mægður
mæin;mein
mæir;meir
mæir;meira
mæira;meira
mæiri;meiri
mækinliðit;meginliðið
mækinn;mækinn
mæl;mæl
mæla;mæla
mæler;mælir
mæli;mæli
mæling;mæling
mælingr;mælingur
mælir;mælir
mælist;mælist
mælið;mælið
mællt;mælt
mællte;mæltisvo
mællte;mælti
mællti;mælti
mællto;mælti
mællto;mæltu
mælltu;mæltu
mælt;mælt
mælta;mælti
mælte;mælti
mælti;mælti
mælto;mæltu
mæltu;mæltu
mælzt;mælst
mænn;menn
mænzkir;mennskir
mær;mær
mære;mæri
mæri;meri
mærin;mærin
mæringr;mæringur
mærke;merki
mærki;merki
mærkinn;merkin
mærkinu;merkinu
mærkis;merkis
mærkit;merkið
mærkium;merkjum
mærkiunum;merkjunum
mærren;mærin
mærð;mærð
mæsti;mesti
mæta;meta
mætast;mætast
mætir;mætir
mætismaðr;mætismaður
mætte;mætti
mætti;mættu
mætti;mætti
mættist;mættist
mættust;mættust
mæði;mæði
mæðiliga;mæðilega
mæðr;með
mæðr;mæður
mæðra;mæðra
mèr;mér
mél;mél
méldropum;méldropum
mér;mér
mín;mín
mína;mína
mínir;mínir
míns;míns
mínu;mínu
mínum;mínum
mól;malaði
mólst;mólst
mólu;möluðu
mólu;mólu
mót;mót
mótgangi;mótgangi
mótgerð;mótgerð
móti;móti
mótmæli;mótmæli
mótreiða;mótreiða
mótroðnir;mótroðnir
móts;móts
móðerni;móðerni
móðir;móðir
móðr;móður
móðrinn;móðurinn
móður;móður
móðurbróðir;móðurbróðir
móðurbróður;móðurbróður
móðurfaðir;móðurfaðir
mögr;mögur
mökur;mökur
mönnnum;mönnum
mönnum;mönnum
mönnunum;mönnunum
mörg;mörg
mörgu;mörgu
mörgum;mörgum
mörk;mörk
möttli;möttli
möttlinum;möttlinum
möttul;möttul
möttulinn;möttulonn
möttulinn;möttulinn
möttullinn;möttulinn
möttullinn;möttullinn
möttulsböndin;möttulsböndin
möttulsins;möttulsins
mötuneyti;mötuneyti
múg;múg
múklífi;múklífi
mýl;mýl
mýrar;mýrar
mýrarnar;mýrarnar
mýrina;mýrina
mýrinni;mýrinni
mýrunum;mýrunum
mętti;mættu
mỏgum;mögum
mỏrgum;mörgum
mỏrkena;mörkina
mꝍtte;mætti
mꝍttoz;mættust
mꝍy;mey
mꝍðelega;mæðulega
mꝍðenne;mæðinni
na;ná
nadi;náði
nafar;nafar
nafarrinn;nafarinn
nafarsraufina;nafarsraufina
nafn;nafn
nafnar;nafnar
nafnbot;nafnbót
nafnfesti;nafnfesti
nafnfrægr;nafnfrægur
nafnfrægt;nafnfrægt
nafni;nafni
nafnit;nafnið
nafnn;nafn
nafnni;nafni
nafns;nafns
nafrinum;nafrinum
nagl;nagl
naim;náum
nakkvarn;nokkurn
nakkvarr;nokkur
nakkvat;nokkuð
nalega;nálega
nalegha;nálega
naleghre;nálegra
nalguduzst;nálguðust
nam;nam
nam;nám
namfn;nafn
namkyrtli;námkyrtli
namn;nafn
namt;namt
namu;námu
nand;nánd
nannd;nánd
nasar;nasar
nattom;náttum
nattstað;náttstað
naudsyn;nauðsyn
naustinu;naustinu
nausts;nausts
naustsins;naustsins
nausynligra;nauðsynlegra
nauta;nauta
nautfe;nautfé
nauðga;nauðuga
nauðgaðu;nauðguðu
nauðgir;nauðgir
nauðgjald;nauðgjald
nauðgri;nauðugri
nauðr;nauður
nauðsyn;nauðsyn
nauðsynia;nauðsynja
nauðsynjalaust;nauðsynjalaust
nauðsynjamál;nauðsynjamál
nauðulega;nauðulega
nauðuliga;nauðlega
nauðuliga;nauðuliga
nauðum;nauðum
naðe;náði
naðo;náðu
naðr;naður
naðra;naðra
ne;né
nefgilldis;nefgildis
nefi;nefi
nefia;nefja
nefit;nefið
nefiu;nefju
nefna;nefna
nefnd;nefnd
nefndan;nefndan
nefndar;nefndar
nefndi;nefndi
nefndir;nefndir
nefndist;nefndist
nefndr;nefndur
nefndr;nefndr
nefni;nefni
nefnir;nefnir
nefnu;nefnu
nefnum;nefnum
nefnzt;nefnst
negg;negg
nei;nei
nein;nein
neinn;neinn
neinna;neinna
neisulega;hneisulega
neita;neita
neitar;neitar
neitat;neitað
neitaði;neiðaði
neitaði;neitaði
neitt;neitt
neitta;neitti
neitti;neitti
nema;nema
nemr;nemur
nenna;nenna
nenni;nenni
nenning;nenning
nennta;nennti
nennti;nennti
nennum;nennum
nentu;nenntu
ner;nær
nermær;nærri
nes;nes
nes;ness
nese;nesi
nesi;nesi
nesinu;nesinu
nesit;nesið
ness;ness
nest;næt
nest;nest
nest;næst
nesta;næsta
nestbagga;nestbagga
nestbaggan;nestbaggan
nestbaggann;nestbaggann
nestlokum;nestlokum
nesto;næstu
net;net
neti;neti
netinu;netinu
netit;netið
netið;netið
netshálsi;netshálsi
netþinulinn;netþinulinn
neyta;neyta
neytt;neytt
neytti;neytti
neðan;neðan
neðanverða;neðanverða
neðra;neðra
neðri;neðri
neðsta;neðsta
nidr;niður
niosn;njósn
niosnarmaðr;njónarmaður
niosnena;njósnina
niota;njóta
niotom;njótum
nisti;nisti
nitaðe;neitaði
niun;niun
nizk;níðst
nið;nið
niðings;níðings
niðjungr;niðjungur
niðr;niður
niðr;niðr
niðrfall;niðurfall
niðri;niðri
niðri;niðuri
niðrlag;niðurlag
niðum;niðum
njósn;njósn
njósna;njósna
njósnarmaðr;njósnarmaður
njósnarmenn;njósnarmenn
njósnin;njósnin
njósnina;njósnina
njósnum;njósnum
njóta;njóta
njóttu;njóttu
noccon;nokkurn
noccor;nokkur
noccora;nokkra
noccora;nokkura
noccorer;nokkrir
noccoro;nokkru
noccorom;nokkrum
noccot;nokkuð
nockor;nokkur
nockors;nokkurs
nocon;nokkurn
nocoro;nokkru
nocorum;nokkrum
nocot;nokkuð
nocrer;nokkrir
nokkur;nokkur
nokkura;nokkura
nokkurar;nokkrar
nokkurir;nokkrir
nokkurn;nokkurn
nokkurr;nokkurr
nokkuru;nokkru
nokkurum;nokkrum
nokkut;nokkuð
nonas;nonas
nordan;norðan
nordr;norður
norn;norn
nornir;nornir
norrenar;norrænar
norrænn;norrænn
norrænu;norrænu
norrænur;norrænur
norrœna;norræna
norænn;norrænn
norðan;noraðan
norðan;norðan
norðann;norðan
norðanvert;norðanvert
norðanverðum;norðanverðum
norðlenzkr;norðlenskur
norðr;norður
norðr;norðr
norðr;noður
norðrhálfu;norðurhálfu
norðrhálfur;norðurhálfur
norðri;norðri
norðrs;norðurs
norðrætt;norðurátt
norðrættar;norðuráttar
norþann;norðan
nott;nótt
nottena;nóttina
nottina;nóttina
nottom;nóttum
noðet;notið
nt;nt
nu;nú
numit;numið
numnir;numnir
nunna;nunna
nunnu;nunnu
nutu;nutu
ny;ný
nyiu;nýju
nykkir;hnykkir
nykrat;nykrað
nynæma;nýnæmi
nyrdra;nyrðra
nyrðri;nyrðri
nyt;nýtt
nyt;nyt
nytia;nytja
nytjamaðr;nytjamaður
nytsamlegr;nytsamlegur
nytsæmd;nytsemd
nytsæmdar;nytsemdar
nytt;hnyttni
nytti;nýtti
ná;ná
náfrændi;náfrændi
náfrændkona;náfrændkona
náhendar;náhendar
náhendum;náhendum
náhent;náhent
náinn;náinn
náir;náir
náið;náið
nákvæmara;nákvæmara
nákvæmust;nákvæmust
náliga;náliga
námu;námu
námunda;námunda
nánd;nánd
nátta;nátta
náttar;náttar
náttból;náttból
náttbóls;náttbóls
náttina;náttina
náttina;nóttina
náttlangt;náttlangt
náttstað;náttstað
náttstaða;náttstaða
náttstaðar;náttstaðar
náttstöðum;náttstöðum
náttsöng;náttsöng
náttum;náttum
náttverðar;náttverðar
náttúra;náttúra
náttúrliga;náttúrulega
náði;náði
náðir;náðir
náðu;náðu
náðum;náðum
næfia;nefja
næfnd;nefn
næfnde;nefndi
næig;hneig
næisa;hneisa
næita;neita
næmfnd;nefnd
næmna;nefna
næmnda;nefnda
næmndi;nefndi
næmndir;nefndir
nær;nær
nær;næs
næri;næri
nærr;nær
nærre;nærri
næs;nes
næst;næst
næsta;næsta
næster;næstir
næsti;næsti
